UNITNUM,COUNTYNAME,COUNTY,VTDNAME,VTDCODE,TOT_POP,TOT_WHITE,TOT_BLACK,TOT_ASIAN,TOT_AMIND,TOT_OTHER,TOT_HISPANIC,VAP_TOTAL,VAP_WHITE,VAP_BLACK,VAP_ASIAN,VAP_AMIND,VAP_OTHER,VAP_HISPANIC,REG_TOTAL_25_12,REG_WHITE_25_12,REG_BLACK_25_12,REG_OTHER_25_12,REG_DEM_TOTAL_25_12,REG_DEM_WHITE_25_12,REG_DEM_BLACK_25_12,REG_DEM_OTHER_25_12,REG_REP_TOTAL_25_12,REG_REP_WHITE_25_12,REG_REP_BLACK_25_12,REG_REP_OTHER_25_12,REG_OTH_TOTAL_25_12,REG_OTH_WHITE_25_12,REG_OTH_BLACK_25_12,REG_OTH_OTHER_25_12
6096,Avoyelles,009,10-3B,22009010-3B,307,186,113,0,1,7,11,234,156,73,0,1,4,4,141,100,41,0,64,31,33,0,49,49,0,0,28,20,8,0
317,Avoyelles,009,10-4,220090010-4,1187,179,954,4,37,13,19,938,148,751,1,27,11,16,532,75,443,14,392,26,360,6,40,28,11,1,100,21,72,7
326,Avoyelles,009,11-1,220090011-1,984,517,415,3,25,24,23,736,418,288,2,17,11,8,562,323,216,23,291,100,178,13,146,140,4,2,125,83,34,8
8342,Avoyelles,009,11-2,220090011-2,397,344,38,2,8,5,4,306,263,31,2,8,2,2,238,228,9,1,74,67,6,1,122,122,0,0,42,39,3,0
289,Avoyelles,009,2-1,220090002-1,1607,1040,482,13,48,24,22,1188,803,325,11,31,18,14,799,578,192,29,347,187,149,11,275,264,6,5,177,127,37,13
335,Avoyelles,009,2-2,220090002-2,605,437,137,5,22,4,10,458,349,87,5,13,4,7,313,258,43,12,94,56,35,3,151,145,2,4,68,57,6,5
8343,Avoyelles,009,2-2A,22009002-2A,520,247,255,1,11,6,8,401,189,199,1,6,6,8,328,140,170,18,188,29,145,14,79,75,2,2,61,36,23,2
291,Avoyelles,009,2-2C,22009002-2C,987,802,157,6,10,12,17,760,618,120,6,6,10,14,610,498,99,13,206,134,72,0,274,267,3,4,130,97,24,9
295,Avoyelles,009,2-4,220090002-4,1958,853,1006,31,38,30,31,1516,693,754,24,21,24,30,906,441,425,40,479,128,330,21,238,223,11,4,189,90,84,15
300,Avoyelles,009,2-4A,22009002-4A,1360,941,340,10,35,34,34,1041,754,217,9,28,33,25,710,560,122,28,251,156,83,12,291,279,6,6,168,125,33,10
304,Avoyelles,009,2-5,220090002-5,774,629,111,3,11,20,10,646,532,85,2,8,19,9,443,381,49,13,142,101,37,4,157,152,2,3,144,128,10,6
315,Avoyelles,009,2-7,220090002-7,669,77,522,6,55,9,4,478,71,356,2,42,7,4,273,38,202,33,172,16,142,14,30,14,8,8,71,8,52,11
316,Avoyelles,009,2-8,220090002-8,730,159,562,2,5,2,6,564,139,419,2,2,2,6,296,54,233,9,196,28,163,5,28,19,7,2,72,7,63,2
309,Avoyelles,009,3-1,220090003-1,1480,515,928,4,21,12,16,1095,431,638,3,15,8,14,769,307,449,13,449,80,365,4,156,143,12,1,164,84,72,8
8344,Avoyelles,009,3-1A,22009003-1A,820,632,155,5,20,8,16,606,494,89,5,11,7,6,445,356,74,15,151,91,58,2,178,171,2,5,116,94,14,8
305,Avoyelles,009,3-3,220090003-3,692,417,241,1,24,9,3,568,349,195,1,15,8,2,320,178,129,13,159,50,105,4,80,73,4,3,81,55,20,6
297,Avoyelles,009,4-1,220090004-1,772,548,187,10,14,13,13,619,464,122,10,11,12,11,369,295,66,8,144,94,48,2,151,146,2,3,74,55,16,3
296,Avoyelles,009,4-2,220090004-2,2072,1792,211,8,25,36,55,1553,1380,124,0,18,31,39,1018,927,61,30,277,225,47,5,472,460,1,11,269,242,13,14
314,Avoyelles,009,4-2A,22009004-2A,1376,1157,142,2,17,58,49,1048,908,81,2,15,42,36,701,651,34,16,149,126,21,2,356,350,1,5,196,175,12,9
8345,Avoyelles,009,5-1A,22009005-1A,634,591,26,2,10,5,4,469,444,11,2,7,5,4,328,320,4,4,81,78,2,1,155,154,0,1,92,88,2,2
8346,Avoyelles,009,6-1,220090006-1,740,651,69,3,5,12,13,557,496,50,3,5,3,7,470,422,37,11,147,114,29,4,231,227,1,3,92,81,7,4
328,Avoyelles,009,6-2,220090006-2,524,492,13,5,11,3,5,427,404,9,3,10,1,2,279,273,1,5,79,76,1,2,139,139,0,0,61,58,0,3
321,Avoyelles,009,6-2A,22009006-2A,400,384,5,3,5,3,5,303,293,1,2,5,2,5,230,228,1,1,67,67,0,0,119,118,1,0,44,43,0,1
301,Avoyelles,009,7-1,220090007-1,1658,680,938,7,23,10,22,1225,546,644,7,20,8,14,786,373,405,8,417,109,307,1,188,176,10,2,181,88,88,5
8347,Avoyelles,009,7-2,220090007-2,735,587,117,13,15,3,10,567,455,95,8,8,1,4,401,340,55,6,127,84,42,1,190,185,2,3,84,71,11,2
8348,Avoyelles,009,7-3,220090007-3,69,59,4,3,2,1,5,52,44,4,2,1,1,4,34,32,0,2,10,10,0,0,16,16,0,0,8,6,0,2
330,Avoyelles,009,8-1,220090008-1,221,203,7,1,5,5,4,172,157,4,1,5,5,3,140,138,0,2,32,32,0,0,77,76,0,1,31,30,0,1
8349,Avoyelles,009,8-2,220090008-2,345,282,39,0,5,19,26,274,233,23,0,5,13,13,209,176,30,3,69,46,23,0,97,94,2,1,43,36,5,2
303,Avoyelles,009,8-3,220090008-3,1022,952,43,3,12,12,26,754,696,31,3,12,12,19,506,488,7,11,97,92,5,0,294,290,0,4,115,106,2,7
323,Avoyelles,009,8-3A,22009008-3A,1238,1147,45,1,25,20,19,894,831,26,1,19,17,12,701,668,14,19,141,126,12,3,379,372,0,7,181,170,2,9
8350,Avoyelles,009,9-1,220090009-1,639,323,303,3,5,5,12,467,242,215,1,5,4,12,308,162,142,4,156,33,121,2,88,87,1,0,64,42,20,2
327,Avoyelles,009,9-2,220090009-2,215,143,61,3,6,2,1,187,128,49,2,6,2,1,117,78,32,7,46,23,23,0,41,40,0,1,30,15,9,6
318,Avoyelles,009,9-2A,22009009-2A,424,269,113,3,15,24,23,351,224,93,2,13,19,19,242,159,76,7,112,43,67,2,95,93,1,1,35,23,8,4
311,Avoyelles,009,9-3,220090009-3,2066,1384,435,78,17,152,212,1628,1089,314,74,5,146,196,931,785,126,20,305,204,96,5,419,407,4,8,207,174,26,7
8351,Avoyelles,009,9-5,220090009-5,2546,646,1234,165,21,480,613,2177,612,911,164,16,474,606,468,86,368,14,332,34,291,7,34,24,8,2,102,28,69,5
645,Beauregard,011,1,22011000001,306,280,2,1,18,5,10,216,198,2,1,10,5,10,204,196,0,8,34,33,0,1,107,104,0,3,63,59,0,4
643,Beauregard,011,10,22011000010,1684,1162,459,10,34,19,62,1462,966,450,8,23,15,42,541,522,10,9,65,59,4,2,323,318,1,4,153,145,5,3
665,Beauregard,011,11,22011000011,680,632,6,4,27,11,15,479,448,0,4,19,8,8,488,467,7,14,82,75,5,2,279,271,2,6,127,121,0,6
6103,Beauregard,011,11B,2201100011B,562,532,7,4,11,8,13,413,390,7,4,4,8,11,414,409,0,5,50,50,0,0,243,239,0,4,121,120,0,1
666,Beauregard,011,12,22011000012,2169,2018,50,9,40,52,60,1599,1498,37,2,24,38,43,1344,1287,14,43,152,139,9,4,822,797,0,25,370,351,5,14
664,Beauregard,011,12A,2201100012A,2172,1994,74,3,55,46,54,1533,1425,41,1,36,30,33,1392,1340,25,27,147,128,15,4,881,871,2,8,364,341,8,15
667,Beauregard,011,13,22011000013,1068,1002,10,4,37,15,23,731,688,6,0,24,13,15,767,735,3,29,89,86,1,2,479,466,0,13,199,183,2,14
675,Beauregard,011,14,22011000014,785,746,7,4,20,8,21,603,574,4,4,13,8,14,511,489,6,16,63,60,3,0,333,322,1,10,115,107,2,6
671,Beauregard,011,14A,2201100014A,675,635,3,5,16,16,13,452,426,3,4,11,8,11,389,375,1,13,47,46,1,0,239,233,0,6,103,96,0,7
672,Beauregard,011,15,22011000015,691,625,31,3,17,15,5,495,448,23,1,12,11,5,419,391,9,19,40,32,5,3,264,255,2,7,115,104,2,9
670,Beauregard,011,16,22011000016,1264,1147,57,4,38,18,30,924,848,37,4,22,13,14,670,604,20,46,91,74,13,4,378,357,0,21,201,173,7,21
655,Beauregard,011,16A,2201100016A,1408,1184,126,23,37,38,57,1031,874,94,19,21,23,34,751,609,80,62,139,74,54,11,387,361,6,20,225,174,20,31
652,Beauregard,011,17,22011000017,1070,937,39,9,56,29,26,807,720,22,7,39,19,24,559,519,9,31,68,59,6,3,337,322,0,15,154,138,3,13
654,Beauregard,011,17A,2201100017A,651,607,19,2,15,8,10,471,450,6,1,8,6,6,414,380,9,25,54,45,6,3,247,233,1,13,113,102,2,9
650,Beauregard,011,18,22011000018,362,316,18,4,13,11,11,288,250,10,4,13,11,10,213,195,6,12,24,19,4,1,143,133,0,10,46,43,2,1
651,Beauregard,011,18A,2201100018A,115,92,10,2,6,5,4,92,75,8,0,5,4,3,78,78,0,0,10,10,0,0,43,43,0,0,25,25,0,0
678,Beauregard,011,19,22011000019,392,348,17,4,14,9,7,301,273,7,3,11,7,0,262,247,4,11,26,21,3,2,150,146,0,4,86,80,1,5
6101,Beauregard,011,1A,2201100001A,315,307,6,0,1,1,1,249,241,6,0,1,1,1,216,209,0,7,36,34,0,2,121,118,0,3,59,57,0,2
642,Beauregard,011,2,22011000002,88,63,11,0,5,9,8,84,59,11,0,5,9,8,69,54,12,3,18,9,8,1,25,25,0,0,26,20,4,2
677,Beauregard,011,20,22011000020,2152,1956,67,23,70,36,46,1595,1456,35,20,59,25,24,1402,1331,15,56,140,133,3,4,806,777,6,23,456,421,6,29
674,Beauregard,011,21,22011000021,730,699,10,3,13,5,9,548,527,5,3,12,1,1,484,456,7,21,76,71,3,2,239,231,0,8,169,154,4,11
676,Beauregard,011,22,22011000022,818,771,13,4,16,14,8,610,577,9,3,11,10,6,697,674,6,17,88,83,4,1,430,420,1,9,179,171,1,7
659,Beauregard,011,25,22011000025,3075,2022,731,80,74,168,258,2356,1616,510,52,63,115,169,1422,969,309,144,362,122,219,21,622,553,8,61,438,294,82,62
661,Beauregard,011,25B,2201100025B,1050,589,374,38,21,28,40,790,461,264,28,19,18,31,464,247,161,56,133,28,96,9,156,135,4,17,175,84,61,30
649,Beauregard,011,26,22011000026,1577,575,882,32,32,56,58,1162,430,647,18,28,39,36,712,231,426,55,380,38,322,20,141,118,13,10,191,75,91,25
656,Beauregard,011,27,22011000027,652,565,35,10,30,12,20,498,429,33,5,24,7,11,384,344,16,24,41,30,10,1,234,221,2,11,109,93,4,12
658,Beauregard,011,27A,2201100027A,877,786,38,4,22,27,40,672,612,19,3,20,18,28,536,490,13,33,77,67,7,3,315,298,1,16,144,125,5,14
680,Beauregard,011,27B,2201100027B,965,737,161,19,20,28,41,775,595,134,9,18,19,31,541,399,92,50,126,57,61,8,252,228,4,20,163,114,27,22
653,Beauregard,011,28,22011000028,940,184,703,16,14,23,23,754,138,575,12,9,20,16,487,81,385,21,301,8,285,8,60,49,9,2,126,24,91,11
6102,Beauregard,011,28A,2201100028A,781,559,156,13,24,29,36,648,469,135,9,15,20,28,306,252,41,13,58,28,29,1,159,152,2,5,89,72,10,7
641,Beauregard,011,3,22011000003,425,397,5,2,16,5,7,337,316,4,2,14,1,3,251,241,0,10,43,43,0,0,139,132,0,7,69,66,0,3
662,Beauregard,011,30,22011000030,1987,1550,250,31,74,82,116,1516,1220,170,13,60,53,70,1142,963,92,87,191,118,62,11,638,601,4,33,313,244,26,43
648,Beauregard,011,4,22011000004,967,727,164,7,51,18,27,678,510,116,6,29,17,21,529,412,81,36,132,76,49,7,190,173,3,14,207,163,29,15
646,Beauregard,011,5,22011000005,1037,949,25,1,50,12,17,795,738,10,0,35,12,9,624,589,13,22,103,97,5,1,347,334,1,12,174,158,7,9
647,Beauregard,011,6,22011000006,629,558,27,14,20,10,28,478,424,20,13,15,6,15,462,438,4,20,56,51,1,4,296,286,2,8,110,101,1,8
663,Beauregard,011,7,22011000007,402,315,40,9,13,25,50,309,253,23,6,9,18,28,224,193,17,14,25,16,8,1,130,119,5,6,69,58,4,7
644,Beauregard,011,9,22011000009,1028,963,16,1,32,16,17,738,682,12,0,32,12,9,678,651,6,21,105,98,5,2,407,394,0,13,166,159,1,6
5771,Bienville,013,1-1,220130001-1,40,20,17,0,1,2,2,38,20,17,0,1,0,1,25,7,17,1,19,1,17,1,5,5,0,0,1,1,0,0
196,Bienville,013,1-2,220130001-2,1141,496,613,3,14,15,19,918,444,451,1,10,12,16,658,330,318,10,317,48,268,1,205,195,4,6,136,87,46,3
199,Bienville,013,1-3,220130001-3,215,121,85,4,5,0,1,183,104,73,1,5,0,1,135,84,49,2,58,11,47,0,58,56,0,2,19,17,2,0
202,Bienville,013,1-4,220130001-4,96,70,21,1,0,4,2,79,62,16,0,0,1,0,67,62,5,0,14,10,4,0,29,29,0,0,24,23,1,0
5764,Bienville,013,1-5,220130001-5,65,42,20,0,2,1,1,52,33,17,0,2,0,0,35,24,10,1,11,1,10,0,14,14,0,0,10,9,0,1
5766,Bienville,013,1-6,220130001-6,319,207,103,3,5,1,2,255,157,90,3,4,1,2,234,147,85,2,98,21,76,1,97,92,4,1,39,34,5,0
5768,Bienville,013,1-7,220130001-7,11,9,1,0,1,0,0,8,6,1,0,1,0,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
205,Bienville,013,2-1,220130002-1,736,47,679,2,4,4,7,558,31,522,1,3,1,5,459,13,443,3,359,3,355,1,15,4,11,0,85,6,77,2
204,Bienville,013,2-2,220130002-2,552,34,507,0,1,10,9,417,26,383,0,1,7,6,281,2,278,1,220,0,220,0,7,1,6,0,54,1,52,1
5769,Bienville,013,2-3,220130002-3,579,212,336,3,7,21,26,470,187,262,2,7,12,19,364,133,226,5,211,20,188,3,84,81,3,0,69,32,35,2
209,Bienville,013,3-1,220130003-1,562,66,485,0,0,11,15,436,55,373,0,0,8,11,328,47,278,3,246,16,230,0,21,21,0,0,61,10,48,3
203,Bienville,013,3-2,220130003-2,413,122,282,0,4,5,8,359,113,239,0,4,3,7,321,101,218,2,202,19,183,0,67,62,5,0,52,20,30,2
208,Bienville,013,3-3,220130003-3,266,143,118,0,3,2,8,213,108,100,0,3,2,3,216,114,94,8,105,17,86,2,72,68,0,4,39,29,8,2
210,Bienville,013,3-4,220130003-4,106,60,44,0,1,1,0,91,50,39,0,1,1,0,77,38,39,0,37,4,33,0,31,27,4,0,9,7,2,0
207,Bienville,013,3-5,220130003-5,93,69,22,0,2,0,0,61,43,16,0,2,0,0,49,32,17,0,19,5,14,0,22,22,0,0,8,5,3,0
5773,Bienville,013,3-6,220130003-6,334,192,136,1,2,3,8,299,184,111,1,2,1,6,221,138,80,3,85,26,59,0,87,85,1,1,49,27,20,2
227,Bienville,013,3-7,220130003-7,40,9,30,1,0,0,0,29,9,20,0,0,0,0,30,9,21,0,22,2,20,0,6,6,0,0,2,1,1,0
213,Bienville,013,4-1,220130004-1,861,371,454,0,25,11,21,607,265,312,0,20,10,13,452,194,246,12,240,38,200,2,139,123,11,5,73,33,35,5
212,Bienville,013,4-2,220130004-2,121,108,8,0,1,4,4,93,83,5,0,1,4,4,70,70,0,0,12,12,0,0,48,48,0,0,10,10,0,0
5765,Bienville,013,4-3,220130004-3,912,715,163,2,24,8,8,742,587,130,0,20,5,5,568,473,84,11,123,62,60,1,297,289,3,5,148,122,21,5
214,Bienville,013,5-1,220130005-1,866,311,543,1,6,5,10,632,248,372,1,6,5,10,448,179,264,5,261,37,223,1,112,104,6,2,75,38,35,2
215,Bienville,013,5-2,220130005-2,633,498,104,5,17,9,11,505,406,78,1,13,7,7,378,317,54,7,100,53,47,0,210,204,2,4,68,60,5,3
216,Bienville,013,5-3,220130005-3,257,227,18,4,5,3,4,207,187,14,2,3,1,1,158,153,5,0,30,25,5,0,93,93,0,0,35,35,0,0
5775,Bienville,013,5-4,220130005-4,30,29,0,1,0,0,0,23,22,0,1,0,0,0,23,22,0,1,3,2,0,1,16,16,0,0,4,4,0,0
222,Bienville,013,6-1,220130006-1,197,176,5,3,13,0,1,164,146,5,2,11,0,1,117,115,0,2,14,13,0,1,80,80,0,0,23,22,0,1
221,Bienville,013,6-2,220130006-2,424,392,7,3,10,12,4,299,279,2,1,7,10,3,245,235,2,8,29,25,2,2,163,160,0,3,53,50,0,3
219,Bienville,013,6-3,220130006-3,731,554,136,7,23,11,16,509,395,92,6,13,3,4,457,369,83,5,128,57,70,1,234,229,2,3,95,83,11,1
220,Bienville,013,6-4,220130006-4,397,353,26,4,14,0,0,299,265,22,1,11,0,0,264,249,12,3,39,30,9,0,172,170,0,2,53,49,3,1
5774,Bienville,013,6-5,220130006-5,195,186,9,0,0,0,4,157,148,9,0,0,0,4,104,101,2,1,13,11,2,0,75,74,0,1,16,16,0,0
225,Bienville,013,7-1,220130007-1,273,149,122,0,0,2,0,214,110,102,0,0,2,0,223,115,106,2,109,22,87,0,69,66,3,0,45,27,16,2
226,Bienville,013,7-2,220130007-2,369,206,149,1,4,9,4,283,156,117,1,0,9,3,213,123,89,1,96,23,73,0,67,66,0,1,50,34,16,0
5767,Bienville,013,7-3,220130007-3,429,359,54,6,6,4,8,310,257,42,3,5,3,7,238,208,25,5,48,32,15,1,135,133,0,2,55,43,10,2
223,Bienville,013,7-4,220130007-4,718,397,303,2,7,9,8,563,300,252,2,6,3,2,482,234,244,4,229,31,198,0,158,153,3,2,95,50,43,2
2675,Bossier,015,1-1,220150001-1,1126,735,233,22,44,92,113,854,587,159,18,34,56,72,652,464,136,52,161,64,92,5,279,265,0,14,212,135,44,33
2673,Bossier,015,1-2,220150001-2,1631,1085,349,52,51,94,106,1256,874,241,38,41,62,71,836,593,180,63,229,80,138,11,338,313,3,22,269,200,39,30
2682,Bossier,015,1-3,220150001-3,1491,956,331,64,52,88,145,1083,723,206,44,45,65,82,746,499,182,65,182,49,122,11,323,295,7,21,241,155,53,33
2665,Bossier,015,1-3A,22015001-3A,1961,1277,434,89,63,98,126,1538,1054,311,64,45,64,76,1006,682,227,97,271,92,157,22,424,380,13,31,311,210,57,44
2681,Bossier,015,1-3B,22015001-3B,1024,704,220,29,19,52,69,765,552,138,22,16,37,48,470,331,101,38,105,34,66,5,202,186,2,14,163,111,33,19
2677,Bossier,015,1-4,220150001-4,2308,1614,453,85,53,103,144,1708,1234,307,52,43,72,98,1214,865,239,110,292,120,145,27,500,462,8,30,422,283,86,53
2676,Bossier,015,1-5,220150001-5,966,660,168,31,44,63,88,722,517,109,22,34,40,54,451,343,69,39,100,55,38,7,174,157,2,15,177,131,29,17
2549,Bossier,015,2-1,220150002-1,1278,560,626,18,29,45,55,921,388,470,15,22,26,32,617,281,308,28,272,38,230,4,188,167,9,12,157,76,69,12
2574,Bossier,015,2-10,22015002-10,978,598,216,73,34,57,81,733,490,130,47,28,38,52,458,346,68,44,114,55,52,7,212,189,0,23,132,102,16,14
2664,Bossier,015,2-11,22015002-11,1849,617,894,118,31,189,215,1362,547,581,76,22,136,152,487,202,228,57,212,35,165,12,114,96,6,12,161,71,57,33
2576,Bossier,015,2-12A,2201502-12A,2687,862,1543,45,40,197,252,2059,761,1097,41,33,127,154,841,329,458,54,385,62,309,14,189,165,11,13,267,102,138,27
2581,Bossier,015,2-12B,2201502-12B,755,324,355,33,2,41,49,629,292,274,28,1,34,43,269,127,119,23,114,23,84,7,73,67,0,6,82,37,35,10
2661,Bossier,015,2-13,22015002-13,1803,526,889,20,35,333,391,1233,418,553,16,32,214,257,503,190,261,52,220,31,167,22,102,89,8,5,181,70,86,25
2662,Bossier,015,2-14,22015002-14,1229,472,474,17,18,248,283,911,413,300,14,15,169,199,414,192,171,51,162,30,117,15,96,90,5,1,156,72,49,35
2674,Bossier,015,2-15,22015002-15,2806,1297,1009,129,85,286,397,2019,951,721,95,52,200,248,564,159,341,64,258,17,228,13,104,66,21,17,202,76,92,34
2680,Bossier,015,2-16,22015002-16,2443,1007,991,100,57,288,328,1906,863,716,82,49,196,221,890,393,418,79,353,53,278,22,229,200,12,17,308,140,128,40
2559,Bossier,015,2-17A,2201502-17A,781,291,388,15,6,81,103,593,266,269,14,3,41,63,265,123,122,20,118,22,86,10,57,52,4,1,90,49,32,9
2579,Bossier,015,2-17B,2201502-17B,1448,423,708,7,24,286,340,997,335,445,6,19,192,228,444,173,229,42,203,33,155,15,97,83,4,10,144,57,70,17
2550,Bossier,015,2-18B,2201502-18B,1746,1417,155,38,45,91,94,1189,982,106,20,29,52,59,984,838,88,58,104,49,51,4,612,572,7,33,268,217,30,21
2570,Bossier,015,2-18C,2201502-18C,2930,2138,519,120,71,82,126,2161,1617,352,77,52,63,84,1839,1404,299,136,337,125,189,23,998,939,19,40,504,340,91,73
2556,Bossier,015,2-18D,2201502-18D,772,611,97,3,27,34,36,604,476,82,1,19,26,24,519,450,61,8,86,38,47,1,311,303,6,2,122,109,8,5
2569,Bossier,015,2-18F,2201502-18F,1587,1304,135,58,44,46,63,1037,847,85,38,35,32,34,1020,896,83,41,91,31,57,3,740,711,4,25,189,154,22,13
920,Bossier,015,2-18G,2201502-18G,1935,1401,300,77,35,122,117,1272,928,200,52,20,72,59,1092,810,208,74,219,63,147,9,586,553,8,25,287,194,53,40
6412,Bossier,015,2-18H,2201502-18H,2141,1457,410,83,60,131,164,1349,925,252,58,37,77,94,931,631,221,79,206,42,153,11,437,400,10,27,288,189,58,41
6413,Bossier,015,2-18I,2201502-18I,2167,1695,281,82,29,80,100,1535,1236,181,33,25,60,67,1442,1169,178,95,202,73,117,12,845,800,10,35,395,296,51,48
2577,Bossier,015,2-19,22015002-19,2671,629,1555,80,24,383,458,1937,551,1046,62,20,258,312,676,204,416,56,340,37,290,13,115,94,14,7,221,73,112,36
6410,Bossier,015,2-1A,22015002-1A,791,577,148,17,27,22,39,605,452,104,15,15,19,31,516,410,69,37,71,19,44,8,297,285,3,9,148,106,22,20
2566,Bossier,015,2-2,220150002-2,2012,1685,201,52,38,36,54,1704,1442,151,46,34,31,47,1274,1053,145,76,235,116,105,14,768,736,4,28,271,201,36,34
2684,Bossier,015,2-20,22015002-20,1606,718,489,38,47,314,330,1153,594,296,31,35,197,206,585,346,159,80,193,63,105,25,200,178,7,15,192,105,47,40
2564,Bossier,015,2-21A,2201502-21A,2475,1671,575,87,35,107,131,1953,1375,403,60,25,90,97,1347,984,270,93,268,81,168,19,707,664,12,31,372,239,90,43
2561,Bossier,015,2-21B,2201502-21B,1955,1580,215,66,48,46,41,1441,1159,175,52,28,27,17,1427,1139,213,75,267,84,168,15,853,817,5,31,307,238,40,29
2563,Bossier,015,2-21C,2201502-21C,3347,2662,373,144,74,94,115,2462,2005,248,83,57,69,79,2262,1887,231,144,285,110,156,19,1474,1406,4,64,503,371,71,61
2562,Bossier,015,2-21D,2201502-21D,3592,2410,769,155,85,173,235,2591,1791,513,106,64,117,134,1920,1424,352,144,378,121,231,26,947,890,12,45,595,413,109,73
6414,Bossier,015,2-21E,2201502-21E,52,34,8,3,0,7,15,46,32,5,2,0,7,12,53,49,1,3,8,7,1,0,37,36,0,1,8,6,0,2
2548,Bossier,015,2-22A,2201502-22A,3055,2598,217,41,92,107,132,2302,1958,158,29,79,78,86,2016,1825,122,69,228,128,90,10,1313,1274,4,35,475,423,28,24
2547,Bossier,015,2-22B,2201502-22B,1407,1249,45,36,38,39,47,1004,916,28,11,29,20,27,1023,946,29,48,83,65,17,1,718,694,0,24,222,187,12,23
2545,Bossier,015,2-22C,2201502-22C,886,800,22,17,25,22,43,651,594,17,10,20,10,23,602,584,7,11,40,35,5,0,448,440,1,7,114,109,1,4
2672,Bossier,015,2-23,22015002-23,741,462,163,57,14,45,61,657,433,115,54,13,42,55,240,146,55,39,72,25,38,9,79,68,2,9,89,53,15,21
2580,Bossier,015,2-3,220150002-3,1723,957,432,31,33,270,306,1326,822,298,13,29,164,182,566,378,149,39,174,70,94,10,225,209,3,13,167,99,52,16
2578,Bossier,015,2-3A,22015002-3A,1937,703,1002,52,35,145,212,1346,574,607,42,29,94,146,652,254,356,42,278,35,237,6,147,123,15,9,227,96,104,27
2568,Bossier,015,2-4,220150002-4,2082,1647,238,73,47,77,101,1650,1325,182,58,34,51,68,1304,1039,174,91,233,101,122,10,750,707,5,38,321,231,47,43
2571,Bossier,015,2-5A,22015002-5A,928,279,508,20,23,98,140,672,233,332,17,15,75,86,258,111,117,30,102,23,72,7,63,45,11,7,93,43,34,16
2572,Bossier,015,2-6,220150002-6,1170,227,786,22,27,108,139,836,192,531,16,23,74,95,295,74,191,30,157,16,131,10,38,29,6,3,100,29,54,17
2565,Bossier,015,2-7,220150002-7,1577,976,395,91,25,90,115,1250,839,271,52,19,69,85,673,459,171,43,185,52,119,14,283,265,7,11,205,142,45,18
2573,Bossier,015,2-8,220150002-8,1372,136,1165,17,2,52,84,892,109,729,16,1,37,54,302,17,273,12,192,7,182,3,15,5,9,1,95,5,82,8
2575,Bossier,015,2-9,220150002-9,2031,587,1127,76,34,207,252,1320,469,644,44,28,135,161,622,287,280,55,232,40,181,11,174,153,5,16,216,94,94,28
2554,Bossier,015,3-1,220150003-1,893,447,423,3,14,6,15,719,384,318,0,11,6,12,416,240,164,12,167,44,118,5,148,139,3,6,101,57,43,1
2553,Bossier,015,3-2,220150003-2,797,523,238,1,24,11,26,657,431,203,1,16,6,16,497,382,101,14,143,59,80,4,228,221,3,4,126,102,18,6
2555,Bossier,015,3-3,220150003-3,581,488,73,1,11,8,12,463,388,60,0,11,4,7,339,286,43,10,88,48,37,3,171,168,0,3,80,70,6,4
2552,Bossier,015,3-4,220150003-4,2526,1211,1255,14,26,20,43,2217,1067,1107,5,21,17,34,925,538,358,29,355,60,288,7,371,349,10,12,199,129,60,10
2670,Bossier,015,4-10,22015004-10,2416,1707,447,74,61,127,192,1836,1328,322,57,43,86,126,1348,1019,228,101,283,110,151,22,665,621,6,38,400,288,71,41
2683,Bossier,015,4-11A,2201504-11A,1748,1456,144,9,66,73,57,1348,1146,108,5,47,42,33,1027,914,71,42,124,66,55,3,609,594,3,12,294,254,13,27
2541,Bossier,015,4-11B,2201504-11B,3089,2362,474,78,63,112,153,2196,1717,308,56,56,59,89,1715,1371,253,91,333,132,186,15,952,909,7,36,430,330,60,40
2560,Bossier,015,4-11C,2201504-11C,1424,938,152,13,57,264,308,1108,769,97,13,46,183,213,545,446,69,30,122,61,56,5,226,219,1,6,197,166,12,19
2557,Bossier,015,4-1A,22015004-1A,1601,1287,211,10,45,48,43,1204,972,161,5,34,32,30,1089,924,145,20,208,83,119,6,667,653,4,10,214,188,22,4
2546,Bossier,015,4-2,220150004-2,589,511,27,4,24,23,27,427,368,19,2,17,21,21,399,346,20,33,49,23,19,7,238,223,0,15,112,100,1,11
6411,Bossier,015,4-2A,22015004-2A,1652,1406,87,14,68,77,96,1284,1111,57,7,54,55,60,1137,1049,48,40,102,62,35,5,771,744,3,24,264,243,10,11
2558,Bossier,015,4-3A,22015004-3A,1561,967,459,13,50,72,66,1150,719,344,7,34,46,38,964,660,258,46,272,61,201,10,417,401,5,11,275,198,52,25
2678,Bossier,015,4-3B,22015004-3B,2016,1556,286,23,62,89,101,1477,1160,194,19,45,59,57,840,712,100,28,146,64,78,4,442,429,3,10,252,219,19,14
2544,Bossier,015,4-3D,22015004-3D,1679,1168,164,20,72,255,268,1269,919,130,11,56,153,156,798,670,90,38,163,92,70,1,413,398,4,11,222,180,16,26
2543,Bossier,015,4-4A,22015004-4A,2472,1827,366,39,77,163,186,1884,1427,277,26,43,111,112,1413,1176,172,65,261,124,130,7,742,709,4,29,410,343,38,29
